Code,Country,Type,Variable,Year,Value
PHL,Philippines,Beef and veal,Producer price,2012,226359.001
PHL,Philippines,Beef and veal,Producer price,2013,216189.859
PHL,Philippines,Beef and veal,Producer price,2014,235348.794
PHL,Philippines,Beef and veal,Producer price,2015,221138.308
PHL,Philippines,Beef and veal,Producer price,2016,216522.778
PHL,Philippines,Beef and veal,Producer price,2017,237928.641
PHL,Philippines,Beef and veal,Producer price,2018,239657.525
PHL,Philippines,Beef and veal,Producer price,2019,240007.624
PHL,Philippines,Beef and veal,Producer price,2020,243614.759
PHL,Philippines,Beef and veal,Producer price,2021,252122.225
PHL,Philippines,Beef and veal,Producer price,2022,262040.818
PHL,Philippines,Beef and veal,Producer price,2023,262414.366
PHL,Philippines,Beef and veal,Producer price,2024,261602.793
PHL,Philippines,Beef and veal,Producer price,2025,263407.441
PHL,Philippines,Beef and veal,Producer price,2026,265644.641
PHL,Philippines,Beef and veal,Producer price,2027,267788.429
PHL,Philippines,Beef and veal,Producer price,2028,269035.445
PHL,Philippines,Beef and veal,Producer price,2029,270339.255
PHL,Philippines,Beef and veal,Producer price,2030,271617.122
PHL,Philippines,Beef and veal,Human consumption per capita,1990,1.569
PHL,Philippines,Beef and veal,Human consumption per capita,1991,1.54
PHL,Philippines,Beef and veal,Human consumption per capita,1992,1.601
PHL,Philippines,Beef and veal,Human consumption per capita,1993,1.688
PHL,Philippines,Beef and veal,Human consumption per capita,1994,1.857
PHL,Philippines,Beef and veal,Human consumption per capita,1995,2.119
PHL,Philippines,Beef and veal,Human consumption per capita,1996,2.346
PHL,Philippines,Beef and veal,Human consumption per capita,1997,2.695
PHL,Philippines,Beef and veal,Human consumption per capita,1998,2.635
PHL,Philippines,Beef and veal,Human consumption per capita,1999,3.171
PHL,Philippines,Beef and veal,Human consumption per capita,2000,3.371
PHL,Philippines,Beef and veal,Human consumption per capita,2001,3.148
PHL,Philippines,Beef and veal,Human consumption per capita,2002,3.256
PHL,Philippines,Beef and veal,Human consumption per capita,2003,3.195
PHL,Philippines,Beef and veal,Human consumption per capita,2004,3.387
PHL,Philippines,Beef and veal,Human consumption per capita,2005,3.06
PHL,Philippines,Beef and veal,Human consumption per capita,2006,2.973
PHL,Philippines,Beef and veal,Human consumption per capita,2007,3.324
PHL,Philippines,Beef and veal,Human consumption per capita,2008,3.307
PHL,Philippines,Beef and veal,Human consumption per capita,2009,3.023
PHL,Philippines,Beef and veal,Human consumption per capita,2010,3.148
PHL,Philippines,Beef and veal,Human consumption per capita,2011,3.01
PHL,Philippines,Beef and veal,Human consumption per capita,2012,2.901
PHL,Philippines,Beef and veal,Human consumption per capita,2013,2.813
PHL,Philippines,Beef and veal,Human consumption per capita,2014,3.032
PHL,Philippines,Beef and veal,Human consumption per capita,2015,3.044
PHL,Philippines,Beef and veal,Human consumption per capita,2016,3.073
PHL,Philippines,Beef and veal,Human consumption per capita,2017,3.128
PHL,Philippines,Beef and veal,Human consumption per capita,2018,3.173
PHL,Philippines,Beef and veal,Human consumption per capita,2019,3.066
PHL,Philippines,Beef and veal,Human consumption per capita,2020,2.715
PHL,Philippines,Beef and veal,Human consumption per capita,2021,2.732
PHL,Philippines,Beef and veal,Human consumption per capita,2022,2.732
PHL,Philippines,Beef and veal,Human consumption per capita,2023,2.744
PHL,Philippines,Beef and veal,Human consumption per capita,2024,2.758
PHL,Philippines,Beef and veal,Human consumption per capita,2025,2.766
PHL,Philippines,Beef and veal,Human consumption per capita,2026,2.77
PHL,Philippines,Beef and veal,Human consumption per capita,2027,2.777
PHL,Philippines,Beef and veal,Human consumption per capita,2028,2.784
PHL,Philippines,Beef and veal,Human consumption per capita,2029,2.792
PHL,Philippines,Beef and veal,Human consumption per capita,2030,2.798
PHL,Philippines,Beef and veal,Direct GHG emission,1990,7.364
PHL,Philippines,Beef and veal,Direct GHG emission,1991,7.234
PHL,Philippines,Beef and veal,Direct GHG emission,1992,7.186
PHL,Philippines,Beef and veal,Direct GHG emission,1993,7.469
PHL,Philippines,Beef and veal,Direct GHG emission,1994,7.475
PHL,Philippines,Beef and veal,Direct GHG emission,1995,7.866
PHL,Philippines,Beef and veal,Direct GHG emission,1996,8.267
PHL,Philippines,Beef and veal,Direct GHG emission,1997,8.703
PHL,Philippines,Beef and veal,Direct GHG emission,1998,8.979
PHL,Philippines,Beef and veal,Direct GHG emission,1999,9.013
PHL,Philippines,Beef and veal,Direct GHG emission,2000,9.126
PHL,Philippines,Beef and veal,Direct GHG emission,2001,9.225
PHL,Philippines,Beef and veal,Direct GHG emission,2002,9.404
PHL,Philippines,Beef and veal,Direct GHG emission,2003,9.561
PHL,Philippines,Beef and veal,Direct GHG emission,2004,9.734
PHL,Philippines,Beef and veal,Direct GHG emission,2005,9.674
PHL,Philippines,Beef and veal,Direct GHG emission,2006,9.78
PHL,Philippines,Beef and veal,Direct GHG emission,2007,9.891
PHL,Philippines,Beef and veal,Direct GHG emission,2008,9.813
PHL,Philippines,Beef and veal,Direct GHG emission,2009,9.812
PHL,Philippines,Beef and veal,Direct GHG emission,2010,9.7
PHL,Philippines,Beef and veal,Direct GHG emission,2011,9.275
PHL,Philippines,Beef and veal,Direct GHG emission,2012,9.04
PHL,Philippines,Beef and veal,Direct GHG emission,2013,8.957
PHL,Philippines,Beef and veal,Direct GHG emission,2014,8.864
PHL,Philippines,Beef and veal,Direct GHG emission,2015,8.911
PHL,Philippines,Beef and veal,Direct GHG emission,2016,8.98
PHL,Philippines,Beef and veal,Direct GHG emission,2017,8.979
PHL,Philippines,Beef and veal,Direct GHG emission,2018,8.99
PHL,Philippines,Beef and veal,Direct GHG emission,2019,8.943
PHL,Philippines,Beef and veal,Direct GHG emission,2020,7.998
PHL,Philippines,Beef and veal,Direct GHG emission,2021,7.687
PHL,Philippines,Beef and veal,Direct GHG emission,2022,7.49
PHL,Philippines,Beef and veal,Direct GHG emission,2023,7.495
PHL,Philippines,Beef and veal,Direct GHG emission,2024,7.497
PHL,Philippines,Beef and veal,Direct GHG emission,2025,7.41
PHL,Philippines,Beef and veal,Direct GHG emission,2026,7.31
PHL,Philippines,Beef and veal,Direct GHG emission,2027,7.22
PHL,Philippines,Beef and veal,Direct GHG emission,2028,7.129
PHL,Philippines,Beef and veal,Direct GHG emission,2029,7.04
PHL,Philippines,Beef and veal,Direct GHG emission,2030,6.948
SAU,Saudi Arabia,Beef and veal,Production,1990,21.506
SAU,Saudi Arabia,Beef and veal,Production,1991,21.471
SAU,Saudi Arabia,Beef and veal,Production,1992,22.197
SAU,Saudi Arabia,Beef and veal,Production,1993,23.454
SAU,Saudi Arabia,Beef and veal,Production,1994,20.366
SAU,Saudi Arabia,Beef and veal,Production,1995,23.797
SAU,Saudi Arabia,Beef and veal,Production,1996,17.022
SAU,Saudi Arabia,Beef and veal,Production,1997,15.375
SAU,Saudi Arabia,Beef and veal,Production,1998,19.929
SAU,Saudi Arabia,Beef and veal,Production,1999,20.99
SAU,Saudi Arabia,Beef and veal,Production,2000,21.543
SAU,Saudi Arabia,Beef and veal,Production,2001,19.014
SAU,Saudi Arabia,Beef and veal,Production,2002,14.684
SAU,Saudi Arabia,Beef and veal,Production,2003,20.065
SAU,Saudi Arabia,Beef and veal,Production,2004,21.81
SAU,Saudi Arabia,Beef and veal,Production,2005,17.048
SAU,Saudi Arabia,Beef and veal,Production,2006,14.407
SAU,Saudi Arabia,Beef and veal,Production,2007,17.875
SAU,Saudi Arabia,Beef and veal,Production,2008,14.681
SAU,Saudi Arabia,Beef and veal,Production,2009,18.522
SAU,Saudi Arabia,Beef and veal,Production,2010,39.662
SAU,Saudi Arabia,Beef and veal,Production,2011,42.806
SAU,Saudi Arabia,Beef and veal,Production,2012,49.975
SAU,Saudi Arabia,Beef and veal,Production,2013,50.029
SAU,Saudi Arabia,Beef and veal,Production,2014,36.227
SAU,Saudi Arabia,Beef and veal,Production,2015,40.624
SAU,Saudi Arabia,Beef and veal,Production,2016,40.458
SAU,Saudi Arabia,Beef and veal,Production,2017,41.321
SAU,Saudi Arabia,Beef and veal,Production,2018,41.32
SAU,Saudi Arabia,Beef and veal,Production,2019,42.239
SAU,Saudi Arabia,Beef and veal,Production,2020,42.721
SAU,Saudi Arabia,Beef and veal,Production,2021,44.224
SAU,Saudi Arabia,Beef and veal,Production,2022,45.895
SAU,Saudi Arabia,Beef and veal,Production,2023,47.615
SAU,Saudi Arabia,Beef and veal,Production,2024,49.671
SAU,Saudi Arabia,Beef and veal,Production,2025,51.967
SAU,Saudi Arabia,Beef and veal,Production,2026,53.803
SAU,Saudi Arabia,Beef and veal,Production,2027,55.62
SAU,Saudi Arabia,Beef and veal,Production,2028,57.63
SAU,Saudi Arabia,Beef and veal,Production,2029,59.616
SAU,Saudi Arabia,Beef and veal,Production,2030,61.664
SAU,Saudi Arabia,Beef and veal,Imports,1990,50.141
SAU,Saudi Arabia,Beef and veal,Imports,1991,63.67
SAU,Saudi Arabia,Beef and veal,Imports,1992,69.472
SAU,Saudi Arabia,Beef and veal,Imports,1993,30.429
SAU,Saudi Arabia,Beef and veal,Imports,1994,36.801
SAU,Saudi Arabia,Beef and veal,Imports,1995,75.22
SAU,Saudi Arabia,Beef and veal,Imports,1996,52.445
SAU,Saudi Arabia,Beef and veal,Imports,1997,51.929
SAU,Saudi Arabia,Beef and veal,Imports,1998,68.332
SAU,Saudi Arabia,Beef and veal,Imports,1999,41.144
SAU,Saudi Arabia,Beef and veal,Imports,2000,67.922
SAU,Saudi Arabia,Beef and veal,Imports,2001,38.88
SAU,Saudi Arabia,Beef and veal,Imports,2002,74.942
SAU,Saudi Arabia,Beef and veal,Imports,2003,69.622
SAU,Saudi Arabia,Beef and veal,Imports,2004,89.822
SAU,Saudi Arabia,Beef and veal,Imports,2005,91.152
SAU,Saudi Arabia,Beef and veal,Imports,2006,124.177
SAU,Saudi Arabia,Beef and veal,Imports,2007,136.769
SAU,Saudi Arabia,Beef and veal,Imports,2008,149.736
SAU,Saudi Arabia,Beef and veal,Imports,2009,154.043
SAU,Saudi Arabia,Beef and veal,Imports,2010,153.795
SAU,Saudi Arabia,Beef and veal,Imports,2011,150.056
SAU,Saudi Arabia,Beef and veal,Imports,2012,170.638
SAU,Saudi Arabia,Beef and veal,Imports,2013,154.455
SAU,Saudi Arabia,Beef and veal,Imports,2014,166.735
SAU,Saudi Arabia,Beef and veal,Imports,2015,167.964
SAU,Saudi Arabia,Beef and veal,Imports,2016,154.099
SAU,Saudi Arabia,Beef and veal,Imports,2017,150.696
SAU,Saudi Arabia,Beef and veal,Imports,2018,149.27
SAU,Saudi Arabia,Beef and veal,Imports,2019,161.139
SAU,Saudi Arabia,Beef and veal,Imports,2020,163.155
SAU,Saudi Arabia,Beef and veal,Imports,2021,164.522
SAU,Saudi Arabia,Beef and veal,Imports,2022,167.056
SAU,Saudi Arabia,Beef and veal,Imports,2023,169.576
SAU,Saudi Arabia,Beef and veal,Imports,2024,171.77
SAU,Saudi Arabia,Beef and veal,Imports,2025,173.656
SAU,Saudi Arabia,Beef and veal,Imports,2026,175.916
SAU,Saudi Arabia,Beef and veal,Imports,2027,178.177
SAU,Saudi Arabia,Beef and veal,Imports,2028,180.252
SAU,Saudi Arabia,Beef and veal,Imports,2029,182.305
SAU,Saudi Arabia,Beef and veal,Imports,2030,184.241
SAU,Saudi Arabia,Beef and veal,Consumption,1990,70.37
SAU,Saudi Arabia,Beef and veal,Consumption,1991,83.171
SAU,Saudi Arabia,Beef and veal,Consumption,1992,87.691
SAU,Saudi Arabia,Beef and veal,Consumption,1993,50.697
SAU,Saudi Arabia,Beef and veal,Consumption,1994,54.844
SAU,Saudi Arabia,Beef and veal,Consumption,1995,96.66
SAU,Saudi Arabia,Beef and veal,Consumption,1996,67.145
SAU,Saudi Arabia,Beef and veal,Consumption,1997,64.602
SAU,Saudi Arabia,Beef and veal,Consumption,1998,81.996
SAU,Saudi Arabia,Beef and veal,Consumption,1999,59.836
SAU,Saudi Arabia,Beef and veal,Consumption,2000,85.423
SAU,Saudi Arabia,Beef and veal,Consumption,2001,53.299
SAU,Saudi Arabia,Beef and veal,Consumption,2002,85.187
SAU,Saudi Arabia,Beef and veal,Consumption,2003,86.3
SAU,Saudi Arabia,Beef and veal,Consumption,2004,107.56
SAU,Saudi Arabia,Beef and veal,Consumption,2005,102.447
SAU,Saudi Arabia,Beef and veal,Consumption,2006,132.212
SAU,Saudi Arabia,Beef and veal,Consumption,2007,145.163
SAU,Saudi Arabia,Beef and veal,Consumption,2008,148.729
SAU,Saudi Arabia,Beef and veal,Consumption,2009,153.403
SAU,Saudi Arabia,Beef and veal,Consumption,2010,171.878
SAU,Saudi Arabia,Beef and veal,Consumption,2011,169.049
SAU,Saudi Arabia,Beef and veal,Consumption,2012,185.901
SAU,Saudi Arabia,Beef and veal,Consumption,2013,182.353
SAU,Saudi Arabia,Beef and veal,Consumption,2014,176.663
SAU,Saudi Arabia,Beef and veal,Consumption,2015,196.204
SAU,Saudi Arabia,Beef and veal,Consumption,2016,183.456
SAU,Saudi Arabia,Beef and veal,Consumption,2017,175.569
SAU,Saudi Arabia,Beef and veal,Consumption,2018,175.331
SAU,Saudi Arabia,Beef and veal,Consumption,2019,190.919
SAU,Saudi Arabia,Beef and veal,Consumption,2020,194.6
SAU,Saudi Arabia,Beef and veal,Consumption,2021,197.563
SAU,Saudi Arabia,Beef and veal,Consumption,2022,201.938
SAU,Saudi Arabia,Beef and veal,Consumption,2023,206.341
SAU,Saudi Arabia,Beef and veal,Consumption,2024,210.729
SAU,Saudi Arabia,Beef and veal,Consumption,2025,215.028
SAU,Saudi Arabia,Beef and veal,Consumption,2026,219.259
SAU,Saudi Arabia,Beef and veal,Consumption,2027,223.47
SAU,Saudi Arabia,Beef and veal,Consumption,2028,227.673
SAU,Saudi Arabia,Beef and veal,Consumption,2029,231.827
SAU,Saudi Arabia,Beef and veal,Consumption,2030,235.917
SAU,Saudi Arabia,Beef and veal,Exports,1990,1.277
SAU,Saudi Arabia,Beef and veal,Exports,1991,2.479
SAU,Saudi Arabia,Beef and veal,Exports,1992,2.954
SAU,Saudi Arabia,Beef and veal,Exports,1993,3.736
SAU,Saudi Arabia,Beef and veal,Exports,1994,2.797
SAU,Saudi Arabia,Beef and veal,Exports,1995,2.357
SAU,Saudi Arabia,Beef and veal,Exports,1996,2.312
SAU,Saudi Arabia,Beef and veal,Exports,1997,2.698
SAU,Saudi Arabia,Beef and veal,Exports,1998,6.279
SAU,Saudi Arabia,Beef and veal,Exports,1999,2.298
SAU,Saudi Arabia,Beef and veal,Exports,2000,4.042
SAU,Saudi Arabia,Beef and veal,Exports,2001,4.571
SAU,Saudi Arabia,Beef and veal,Exports,2002,4.439
SAU,Saudi Arabia,Beef and veal,Exports,2003,3.386
SAU,Saudi Arabia,Beef and veal,Exports,2004,4.072
SAU,Saudi Arabia,Beef and veal,Exports,2005,5.756
SAU,Saudi Arabia,Beef and veal,Exports,2006,6.372
SAU,Saudi Arabia,Beef and veal,Exports,2007,9.481
SAU,Saudi Arabia,Beef and veal,Exports,2008,15.688
SAU,Saudi Arabia,Beef and veal,Exports,2009,19.161
SAU,Saudi Arabia,Beef and veal,Exports,2010,21.579
SAU,Saudi Arabia,Beef and veal,Exports,2011,23.815
SAU,Saudi Arabia,Beef and veal,Exports,2012,34.712
SAU,Saudi Arabia,Beef and veal,Exports,2013,22.131
SAU,Saudi Arabia,Beef and veal,Exports,2014,26.3
SAU,Saudi Arabia,Beef and veal,Exports,2015,12.384
SAU,Saudi Arabia,Beef and veal,Exports,2016,11.101
SAU,Saudi Arabia,Beef and veal,Exports,2017,16.447
SAU,Saudi Arabia,Beef and veal,Exports,2018,15.259
SAU,Saudi Arabia,Beef and veal,Exports,2019,12.46
SAU,Saudi Arabia,Beef and veal,Exports,2020,11.276
SAU,Saudi Arabia,Beef and veal,Exports,2021,11.182
SAU,Saudi Arabia,Beef and veal,Exports,2022,11.013
SAU,Saudi Arabia,Beef and veal,Exports,2023,10.849
SAU,Saudi Arabia,Beef and veal,Exports,2024,10.711
SAU,Saudi Arabia,Beef and veal,Exports,2025,10.595
SAU,Saudi Arabia,Beef and veal,Exports,2026,10.459
SAU,Saudi Arabia,Beef and veal,Exports,2027,10.327
SAU,Saudi Arabia,Beef and veal,Exports,2028,10.208
SAU,Saudi Arabia,Beef and veal,Exports,2029,10.094
SAU,Saudi Arabia,Beef and veal,Exports,2030,9.988
SAU,Saudi Arabia,Beef and veal,Producer price,1990,9682.51
SAU,Saudi Arabia,Beef and veal,Producer price,1991,12748.491
SAU,Saudi Arabia,Beef and veal,Producer price,1992,12579.403
SAU,Saudi Arabia,Beef and veal,Producer price,1993,11812.386
SAU,Saudi Arabia,Beef and veal,Producer price,1994,15904.361
SAU,Saudi Arabia,Beef and veal,Producer price,1995,20151.914
SAU,Saudi Arabia,Beef and veal,Producer price,1996,17824.376
SAU,Saudi Arabia,Beef and veal,Producer price,1997,15914.168
SAU,Saudi Arabia,Beef and veal,Producer price,1998,14477.374
SAU,Saudi Arabia,Beef and veal,Producer price,1999,12673.244
SAU,Saudi Arabia,Beef and veal,Producer price,2000,11266.235
SAU,Saudi Arabia,Beef and veal,Producer price,2001,8584.775
SAU,Saudi Arabia,Beef and veal,Producer price,2002,7746.282
SAU,Saudi Arabia,Beef and veal,Producer price,2003,7783.787
SAU,Saudi Arabia,Beef and veal,Producer price,2004,8966.709
SAU,Saudi Arabia,Beef and veal,Producer price,2005,9428.043
SAU,Saudi Arabia,Beef and veal,Producer price,2006,10700.063
SAU,Saudi Arabia,Beef and veal,Producer price,2007,11563.717
SAU,Saudi Arabia,Beef and veal,Producer price,2008,16408.16
SAU,Saudi Arabia,Beef and veal,Producer price,2009,13738.937
SAU,Saudi Arabia,Beef and veal,Producer price,2010,17266.405
SAU,Saudi Arabia,Beef and veal,Producer price,2011,21423.553
SAU,Saudi Arabia,Beef and veal,Producer price,2012,20101.081
SAU,Saudi Arabia,Beef and veal,Producer price,2013,19099.776
SAU,Saudi Arabia,Beef and veal,Producer price,2014,19879.642
SAU,Saudi Arabia,Beef and veal,Producer price,2015,18224.549
SAU,Saudi Arabia,Beef and veal,Producer price,2016,17096.601
SAU,Saudi Arabia,Beef and veal,Producer price,2017,17701.735
SAU,Saudi Arabia,Beef and veal,Producer price,2018,17065.921
SAU,Saudi Arabia,Beef and veal,Producer price,2019,17376.46
SAU,Saudi Arabia,Beef and veal,Producer price,2020,18344.499
SAU,Saudi Arabia,Beef and veal,Producer price,2021,18111.44
SAU,Saudi Arabia,Beef and veal,Producer price,2022,18556.412
SAU,Saudi Arabia,Beef and veal,Producer price,2023,18454.51
SAU,Saudi Arabia,Beef and veal,Producer price,2024,18317.602
SAU,Saudi Arabia,Beef and veal,Producer price,2025,18368.324
SAU,Saudi Arabia,Beef and veal,Producer price,2026,18427.133
SAU,Saudi Arabia,Beef and veal,Producer price,2027,18470.455
SAU,Saudi Arabia,Beef and veal,Producer price,2028,18455.209
SAU,Saudi Arabia,Beef and veal,Producer price,2029,18443.169
SAU,Saudi Arabia,Beef and veal,Producer price,2030,18432.331
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1990,3.034
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1991,3.471
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1992,3.552
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1993,1.998
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1994,2.108
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1995,3.63
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1996,2.469
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1997,2.33
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1998,2.901
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,1999,2.074
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2000,2.894
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2001,1.76
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2002,2.735
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2003,2.69
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2004,3.255
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2005,3.011
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2006,3.778
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2007,4.035
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2008,4.022
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2009,4.032
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2010,4.388
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2011,4.186
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2012,4.463
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2013,4.248
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2014,4
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2015,4.33
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2016,3.958
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2017,3.713
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2018,3.642
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2019,3.9
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2020,3.913
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2021,3.913
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2022,3.944
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2023,3.976
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2024,4.009
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2025,4.041
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2026,4.072
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2027,4.104
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2028,4.136
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2029,4.168
SAU,Saudi Arabia,Beef and veal,Human consumption per capita,2030,4.2
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1990,0.18
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1991,0.186
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1992,0.214
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1993,0.219
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1994,0.229
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1995,0.237
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1996,0.243
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1997,0.257
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1998,0.267
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,1999,0.245
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2000,0.25
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2001,0.266
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2002,0.284
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2003,0.288
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2004,0.292
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2005,0.298
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2006,0.308
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2007,0.353
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2008,0.327
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2009,0.324
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2010,0.282
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2011,0.314
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2012,0.381
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2013,0.25
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2014,0.124
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2015,0.126
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2016,0.127
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2017,0.128
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2018,0.131
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2019,0.135
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2020,0.136
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2021,0.14
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2022,0.141
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2023,0.144
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2024,0.148
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2025,0.151
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2026,0.153
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2027,0.156
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2028,0.158
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2029,0.161
SAU,Saudi Arabia,Beef and veal,Direct GHG emission,2030,0.163
THA,Thailand,Beef and veal,Production,1990,311.541
THA,Thailand,Beef and veal,Production,1991,314.898
THA,Thailand,Beef and veal,Production,1992,315.105
THA,Thailand,Beef and veal,Production,1993,333.163
THA,Thailand,Beef and veal,Production,1994,275.936
THA,Thailand,Beef and veal,Production,1995,361.631
THA,Thailand,Beef and veal,Production,1996,326.608
THA,Thailand,Beef and veal,Production,1997,285.755
THA,Thailand,Beef and veal,Production,1998,232.448
THA,Thailand,Beef and veal,Production,1999,188.81
THA,Thailand,Beef and veal,Production,2000,174.567
THA,Thailand,Beef and veal,Production,2001,118.523
THA,Thailand,Beef and veal,Production,2002,121.057
THA,Thailand,Beef and veal,Production,2003,128.241
THA,Thailand,Beef and veal,Production,2004,93.094
THA,Thailand,Beef and veal,Production,2005,111.07
THA,Thailand,Beef and veal,Production,2006,128.697
THA,Thailand,Beef and veal,Production,2007,189.442
THA,Thailand,Beef and veal,Production,2008,211.263
THA,Thailand,Beef and veal,Production,2009,242.435
THA,Thailand,Beef and veal,Production,2010,265.754
THA,Thailand,Beef and veal,Production,2011,203.824
THA,Thailand,Beef and veal,Production,2012,295.875
THA,Thailand,Beef and veal,Production,2013,179.583
THA,Thailand,Beef and veal,Production,2014,217.535
THA,Thailand,Beef and veal,Production,2015,200.711
THA,Thailand,Beef and veal,Production,2016,215.32
THA,Thailand,Beef and veal,Production,2017,199.926
THA,Thailand,Beef and veal,Production,2018,209.631
THA,Thailand,Beef and veal,Production,2019,184.822
THA,Thailand,Beef and veal,Production,2020,169.133
THA,Thailand,Beef and veal,Production,2021,169.779
THA,Thailand,Beef and veal,Production,2022,169.106
THA,Thailand,Beef and veal,Production,2023,170.307
THA,Thailand,Beef and veal,Production,2024,173.12
THA,Thailand,Beef and veal,Production,2025,175.348
THA,Thailand,Beef and veal,Production,2026,175.813
THA,Thailand,Beef and veal,Production,2027,175.785
THA,Thailand,Beef and veal,Production,2028,175.761
THA,Thailand,Beef and veal,Production,2029,175.547
THA,Thailand,Beef and veal,Production,2030,175.357
THA,Thailand,Beef and veal,Imports,1990,6.1
THA,Thailand,Beef and veal,Imports,1991,6.605
THA,Thailand,Beef and veal,Imports,1992,5.355
THA,Thailand,Beef and veal,Imports,1993,10.084
THA,Thailand,Beef and veal,Imports,1994,3.651
THA,Thailand,Beef and veal,Imports,1995,3.307
THA,Thailand,Beef and veal,Imports,1996,2.526
THA,Thailand,Beef and veal,Imports,1997,6.158
THA,Thailand,Beef and veal,Imports,1998,23.927
THA,Thailand,Beef and veal,Imports,1999,44.061
THA,Thailand,Beef and veal,Imports,2000,29.448
THA,Thailand,Beef and veal,Imports,2001,32.892
THA,Thailand,Beef and veal,Imports,2002,24.296
THA,Thailand,Beef and veal,Imports,2003,19.218
THA,Thailand,Beef and veal,Imports,2004,67.996
